ID,Label
1,0
3,0
9,0
10,0
14,0
15,0
16,0
17,1
18,0
20,0
21,0
24,0
25,0
27,0
29,0
30,0
31,0
34,0
36,0
37,0
39,0
40,0
41,0
42,0
43,1
46,1
47,0
48,0
51,0
52,0
54,0
55,0
57,0
58,0
59,0
61,0
62,0
64,0
67,0
68,0
70,0
71,0
73,0
74,0
75,0
76,0
78,0
79,0
80,0
83,0
86,0
87,0
89,0
90,0
94,1
96,0
97,0
98,0
100,0
101,0
103,0
104,0
105,0
111,0
112,1
113,0
114,0
116,0
117,0
120,0
121,0
122,1
123,0
124,0
126,0
128,0
131,0
132,0
133,0
136,0
138,0
139,1
140,0
141,0
143,0
144,0
145,1
146,0
147,0
148,0
149,0
151,0
152,0
154,0
156,0
157,0
158,0
159,1
161,0
162,0
164,0
165,0
166,0
167,0
169,0
171,0
172,0
173,0
174,0
176,0
178,0
179,0
180,0
181,0
182,0
184,0
186,0
189,0
190,0
193,0
194,0
198,0
200,1
204,0
206,0
207,0
208,0
210,0
214,0
215,0
216,0
223,0
224,1
226,0
228,0
229,0
230,0
232,0
233,0
235,0
237,0
238,0
241,0
243,0
245,0
247,0
250,0
251,0
253,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
267,0
269,0
270,0
271,0
273,0
274,0
276,0
277,0
278,0
279,0
280,0
281,0
283,0
284,0
285,0
289,0
291,0
293,0
294,0
295,0
297,0
299,0
301,0
302,0
303,0
304,0
305,0
309,0
311,0
312,0
313,0
314,0
315,0
318,0
322,0
323,0
326,0
327,0
328,0
329,0
331,0
333,0
334,0
337,0
338,0
340,0
341,0
344,0
347,1
348,0
349,0
350,0
351,0
353,0
355,0
356,0
357,0
359,0
360,0
362,1
364,0
365,0
366,0
367,0
368,0
371,0
373,1
374,0
375,0
376,0
378,0
379,1
380,0
381,0
383,0
386,0
388,0
392,0
396,0
398,0
399,0
400,0
402,0
403,0
404,0
409,0
411,0
413,0
414,0
416,0
418,0
421,0
423,0
426,0
429,0
430,0
431,0
432,1
434,0
437,0
439,0
440,0
441,0
443,0
445,0
446,0
449,0
450,0
451,0
452,0
453,0
457,0
458,0
461,0
462,0
463,0
464,0
467,1
468,0
469,0
472,0
473,1
474,0
475,0
476,0
477,0
478,0
479,0
480,0
485,0
486,0
488,0
489,0
492,0
493,0
495,0
497,0
498,0
499,0
500,0
504,1
505,0
507,0
508,0
509,0
513,0
515,0
517,0
518,0
519,0
521,0
522,0
523,0
524,0
526,0
528,0
529,0
531,0
532,0
537,0
539,0
540,0
544,0
546,0
547,0
548,0
549,0
552,0
558,0
560,0
564,0
568,1
570,0
571,0
572,0
576,0
577,0
578,0
579,0
580,0
582,0
583,0
584,0
586,0
587,0
589,0
590,0
591,0
592,0
594,0
598,0
601,0
602,0
603,0
605,0
606,0
607,0
611,0
614,0
615,0
621,0
622,0
623,0
624,0
626,0
630,0
631,0
633,0
634,0
635,0
639,0
640,0
643,0
645,0
646,0
649,0
650,0
652,0
653,0
655,1
656,0
657,0
658,0
661,0
664,0
665,1
667,0
668,0
669,1
670,0
671,0
672,0
673,0
675,0
676,0
677,0
678,0
679,0
681,0
682,0
683,0
684,0
686,0
688,1
689,0
690,0
691,0
693,0
695,0
696,0
699,0
700,0
704,0
705,0
707,0
708,0
712,0
715,0
716,0
718,0
719,0
720,0
721,1
722,0
723,0
725,0
727,0
729,1
731,0
732,0
733,0
734,0
737,0
738,0
739,0
740,0
743,0
744,1
746,0
747,0
748,0
750,0
751,1
752,0
753,0
754,0
756,0
757,0
759,0
760,0
765,0
766,0
768,0
769,0
770,0
772,0
773,0
774,0
775,0
779,0
780,0
781,1
782,0
785,0
786,0
787,1
789,0
791,0
794,0
796,0
797,1
798,0
799,0
802,0
805,0
807,0
809,0
810,0
812,0
814,1
816,0
818,0
821,0
822,0
824,0
826,0
829,0
830,0
831,0
833,0
835,0
836,0
839,1
841,0
842,0
843,0
844,0
845,0
848,0
849,0
850,0
852,0
853,0
855,0
860,0
861,0
862,0
864,0
865,0
868,0
873,0
879,0
883,0
885,0
886,0
888,0
889,0
890,0
892,0
894,0
895,0
898,0
899,1
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
912,1
914,0
915,0
916,0
919,0
920,0
922,0
923,0
925,0
926,1
927,0
928,0
930,0
931,0
933,0
935,1
936,0
937,0
939,0
940,0
944,0
947,0
949,1
950,0
952,0
954,0
955,0
956,0
958,0
960,0
962,0
963,0
968,0
969,0
971,0
972,0
974,0
975,0
978,0
979,0
981,0
982,0
983,0
988,0
990,0
991,0
992,0
995,0
996,0
997,0
999,0
1000,0
1001,1
1002,0
1003,0
1006,0
1007,0
1008,0
1010,0
1014,0
1015,0
1016,0
1018,0
1019,0
1020,0
1021,0
1022,0
1024,1
1028,0
1030,0
1031,0
1032,1
1036,0
1037,0
1042,0
1043,0
1044,0
1045,0
1046,0
1048,0
1050,0
1053,0
1055,0
1056,0
1057,0
1058,0
1061,1
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1069,0
1071,0
1072,0
1074,0
1075,0
1076,0
1078,0
1079,0
1081,0
1082,0
1083,0
1085,1
1086,0
1087,0
1088,0
1089,0
1093,0
1097,0
1099,0
1100,0
1101,0
1102,0
1106,0
1107,0
1109,0
1110,0
1111,0
1112,0
1115,0
1116,0
1119,0
1120,0
1121,0
1125,0
1126,0
1127,1
1128,0
1129,0
1132,0
1133,0
1135,0
1136,0
1137,0
1138,0
1139,0
1140,0
1142,0
1143,0
1144,0
1145,0
1146,0
1149,0
1151,0
1152,0
1155,0
1156,0
1157,0
1161,0
1162,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1175,0
1176,0
1179,0
1180,0
1182,0
1184,0
1185,0
1187,0
1188,0
1192,0
1193,1
1194,0
1195,0
1196,0
1197,0
1199,0
1200,0
1203,0
1205,0
1206,0
1207,0
1208,0
1209,0
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,1
1226,0
1227,0
1228,1
1229,0
1230,1
1232,0
1233,0
1234,1
1235,0
1237,0
1238,0
1240,0
1241,0
1243,0
1244,0
1245,0
1248,0
1249,0
1250,0
1254,0
1257,1
1258,0
1259,0
1261,0
1262,0
1263,0
1265,0
1266,0
1267,0
1268,0
1271,0
1272,0
1273,1
1274,0
1275,0
1278,0
1279,0
1283,0
1284,0
1286,0
1287,0
1290,0
1293,0
1294,0
1306,0
1308,0
1309,0
1310,0
1311,0
1316,0
1317,0
1318,0
1319,0
1322,0
1323,0
1324,0
1328,0
1329,0
1330,1
1334,0
1335,0
1337,0
1340,0
1341,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1351,0
1354,0
1355,0
1356,0
1361,0
1363,0
1365,0
1367,0
1369,0
1370,0
1371,0
1372,0
1375,0
1376,0
1378,0
1379,1
1382,0
1384,0
1387,0
1388,0
1389,0
1391,0
1392,0
1394,0
1395,0
1396,0
1397,0
1399,0
1400,0
1401,0
1402,0
1403,0
1410,0
1411,0
1412,0
1413,0
1415,0
1417,0
1418,0
1420,0
1422,1
1423,1
1425,0
1426,0
1431,0
1434,0
1435,0
1438,0
1439,0
1441,0
1442,0
1443,0
1445,0
1446,0
1447,1
1448,0
1449,0
1450,0
1451,0
1452,0
1454,0
1456,0
1457,0
1460,0
1461,0
1464,1
1465,0
1466,0
1467,0
1469,0
1471,0
1472,0
1473,0
1474,0
1476,0
1478,0
1483,0
1484,0
1485,0
1486,0
1487,0
1490,0
1491,0
1492,0
1493,0
1495,0
1496,0
1497,0
1498,0
1500,0
1501,1
1503,0
1505,0
1509,0
1512,0
1514,0
1515,0
1516,0
1517,1
1523,0
1525,0
1526,0
1527,0
1528,0
1531,0
1532,0
1534,0
1535,1
1538,0
1540,0
1542,0
1543,0
1549,0
1550,0
1551,0
1552,0
1553,0
1554,0
1555,0
1556,0
1558,0
1559,0
1560,0
1561,0
1562,0
1563,0
1564,0
1568,0
1570,0
1571,0
1572,0
1573,0
1574,0
1576,0
1577,1
1579,0
1580,1
1581,0
1582,0
1583,1
1584,0
1585,0
1586,0
1587,0
1588,0
1590,0
1591,0
1592,0
1593,0
1594,0
1598,0
1601,0
1605,1
1606,0
1608,0
1609,0
1611,0
1612,0
1614,0
1615,0
1616,0
1617,0
1619,0
1620,0
1624,0
1625,0
1626,0
1627,0
1629,0
1630,0
1631,0
1632,0
1634,0
1635,0
1639,0
1640,0
1641,0
1642,0
1645,0
1646,0
1648,0
1650,0
1651,0
1652,0
1653,0
1654,0
1656,0
1658,0
1659,0
1660,0
1661,0
1663,0
1664,0
1665,0
1666,1
1667,0
1668,0
1669,0
1670,0
1671,0
1672,0
1673,0
1677,1
1678,0
1679,0
1680,0
1681,0
1682,1
1683,0
1688,0
1689,0
1690,0
1692,0
1693,0
1694,0
1695,0
1696,0
1697,1
1701,0
1702,0
1706,0
1707,0
1708,0
1709,0
1711,0
1712,0
1713,0
1716,0
1717,0
1719,1
1720,0
1721,0
1722,0
1723,0
1724,0
1725,0
1726,0
1729,0
1733,0
1734,0
1735,0
1737,0
1738,0
1739,0
1741,0
1742,0
1743,0
1744,0
1746,0
1748,0
1750,0
1751,0
1752,1
1753,0
1754,0
1757,0
1760,0
1762,0
1763,0
1764,0
1765,0
1767,0
1768,0
1769,0
1775,0
1776,0
1777,0
1778,1
1779,0
1780,0
1781,0
1782,0
1784,0
1787,0
1790,0
1791,0
1793,0
1794,0
1795,0
1796,0
1797,0
1799,0
1801,0
1802,0
1803,0
1805,0
1807,0
1811,0
1812,1
1813,0
1814,0
1815,0
1816,0
1817,0
1819,0
1820,0
1821,0
1823,0
1829,0
1832,0
1833,0
1834,0
1835,0
1836,0
1838,0
1839,0
1843,0
1844,0
1845,0
1846,0
1847,0
1849,0
1854,0
1856,0
1859,1
1861,0
1862,0
1864,0
1865,0
1867,0
1870,0
1871,0
1872,0
1874,0
1875,0
1876,0
1877,0
1878,0
1881,0
1882,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1895,0
1902,0
1904,1
1905,0
1906,0
1907,0
1908,0
1911,0
1912,0
1914,0
1917,0
1919,0
1920,0
1922,0
1923,0
1926,0
1930,0
1931,0
1932,0
1934,0
1938,0
1940,0
1942,0
1943,0
1944,0
1946,0
1947,0
1948,0
1951,0
1952,0
1963,0
1964,0
1965,0
1969,0
1971,0
1972,1
1974,0
1975,0
1979,0
1980,1
1982,0
1983,0
1984,1
1985,0
1987,0
1990,0
1992,0
1994,0
1996,0
1997,0
1999,0
2002,0
2003,0
2004,0
2006,0
2008,0
2009,0
2010,0
2013,0
2015,0
2016,0
2018,0
2019,0
2020,1
2022,0
2023,0
2024,0
2025,0
2026,0
2030,0
2031,0
2033,0
2034,0
2035,0
2037,0
2040,1
2041,0
2042,0
2043,0
2044,0
2046,0
2048,0
2049,0
2053,0
2054,0
2056,0
2057,0
2058,0
2059,0
2062,0
2065,0
2066,0
2067,0
2068,0
2070,0
2076,0
2081,0
2082,0
2084,0
2086,0
2091,0
2092,0
2094,0
2095,0
2096,0
2099,0
2100,0
2101,0
2103,0
2107,0
2108,0
2111,0
2115,0
2116,0
2117,0
2118,0
2119,0
2120,0
2121,0
2125,0
2127,0
2128,1
2129,0
2133,0
2134,0
2136,0
2138,1
2139,0
2140,0
2142,0
2145,0
2146,0
2147,0
2148,0
2149,0
2152,0
2154,0
2155,0
2159,0
2160,0
2161,0
2162,0
2163,0
2165,0
2166,0
2168,0
2169,0
2170,0
2171,0
2172,0
2173,0
2174,0
2175,0
2176,0
2177,0
2178,0
2179,0
2180,0
2181,1
2184,0
2185,0
2187,0
2188,0
2189,0
2190,0
2191,0
2192,0
2194,0
2195,0
2197,0
2199,0
2200,0
2208,0
2210,0
2212,0
2213,0
2214,0
2215,0
2216,0
2218,0
2221,1
2224,0
2225,0
2228,0
2229,0
2231,1
2233,0
2234,0
2235,0
2236,0
2237,1
2239,0
2240,0
2241,0
2242,0
2243,0
2244,0
2246,0
2249,0
2250,0
2251,0
2252,0
2253,0
2254,0
2255,0
2256,0
2258,0
2259,0
2260,0
2261,0
2263,0
2264,0
2267,0
2268,0
2269,0
2271,0
2272,0
2274,0
2276,0
2279,0
2280,0
2281,0
2282,1
2283,0
2284,0
2286,0
2287,0
2288,0
2290,0
2291,0
2292,0
2294,0
2295,1
2296,0
2297,0
2300,0
2303,0
2304,0
2305,0
2306,0
2309,0
2310,0
2312,0
2313,0
2315,0
2317,0
2318,0
2321,0
2322,0
2323,0
2324,0
2325,0
2326,0
2327,0
2330,1
2331,0
2333,0
2334,0
2335,0
2337,0
2338,1
2339,0
2340,0
2341,0
2342,0
2344,0
2345,0
2348,1
2350,0
2352,0
2353,0
2354,0
2357,0
2358,0
2359,0
2363,0
2365,0
2373,0
2374,0
2375,0
2376,0
2379,0
2380,0
2381,0
2382,0
2383,0
2384,0
2386,0
2387,0
2389,0
2391,0
2392,0
2393,0
2394,0
2396,0
2398,0
2400,0
2402,0
2405,0
2406,0
2407,0
2408,1
2409,0
2411,0
2412,0
2413,0
2414,0
2417,0
2419,0
2421,0
2423,1
2424,0
2426,0
2427,0
2429,0
2431,0
2432,1
2433,0
2435,0
2437,0
2438,0
2439,0
2440,0
2441,0
2443,0
2446,0
2448,0
2449,0
2450,0
2451,0
2452,0
2453,0
2454,0
2455,0
2457,0
2458,0
2461,0
2466,0
2467,0
2468,0
2469,0
2470,0
2471,0
2472,0
2474,0
2477,0
2479,0
2480,1
2481,0
2485,0
2486,0
2487,0
2488,0
2489,0
2492,0
2493,0
2494,0
2496,0
2497,0
2499,1
2500,0
2501,0
2502,0
2504,0
2505,1
2506,0
2508,0
2509,0
2511,0
2513,0
2514,0
2516,0
2517,0
2520,0
2522,0
2527,0
2531,0
2533,0
2534,0
2535,0
2536,0
2542,0
2546,0
2547,0
2551,0
2553,0
2555,0
2557,0
2558,0
2559,0
2561,0
2562,0
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,0
2572,1
2576,0
2579,0
2583,0
2585,0
2586,0
2587,1
2589,0
2592,0
2594,0
2596,1
2597,0
2598,0
2599,0
2601,1
2602,1
2603,0
2604,0
2606,0
2607,0
2611,0
2612,0
2613,1
2614,1
2615,0
2616,0
2619,0
2622,0
2624,0
2625,0
2626,0
2627,0
2628,0
2629,0
2630,0
2632,0
2633,0
2634,0
2636,0
2637,0
2639,0
2640,0
2642,0
2648,0
2649,0
2650,0
2651,0
2652,0
2654,0
2657,0
2661,0
2662,0
2663,0
2665,0
2667,0
2668,0
2669,0
2671,0
2672,0
2679,0
2681,0
2683,0
2686,0
2688,0
2689,0
2691,0
2692,0
2693,0
2695,0
2696,0
2698,0
2699,0
2700,0
2701,0
2703,0
2705,0
2707,0
2708,0
2709,0
2710,0
2714,0
2715,0
2716,0
2718,0
2719,0
2720,0
2722,0
2723,0
2724,0
2725,0
2726,0
2727,0
2728,0
2733,0
2734,0
2736,0
2737,0
2738,0
2740,0
2742,0
2746,0
2747,0
2749,0
2750,0
2753,0
2754,0
2755,1
2756,0
2758,0
2759,0
2760,0
2761,0
2762,0
2763,0
2764,0
2765,0
2766,1
2767,0
2772,1
2773,0
2775,0
2777,0
2778,0
2781,0
2783,0
2787,0
2789,0
2791,0
2792,0
2796,0
2799,0
2800,0
2801,0
2804,0
2805,0
2808,0
2810,0
2812,0
2815,0
2816,0
2817,0
2818,0
2821,0
2822,0
2823,0
2824,0
2825,0
2826,0
2828,0
2829,0
2830,0
2831,0
2832,0
2833,0
2837,0
2839,0
2840,0
2841,0
2842,0
2846,0
2847,0
2848,0
2849,0
2850,0
2852,0
2854,0
2855,0
2857,0
2859,0
2860,0
2864,0
2865,0
2867,0
