ID,Label
0,0.0011194556289467696
2,0.02426636753928884
4,0.0011619539315476603
5,0.0013058319087242564
6,0.003306528102766319
7,0.0010737460104833585
8,0.0013869299847557447
11,0.0019543677264006586
12,0.018945793395461537
13,0.003369605667752517
19,0.001630500877691832
22,0.011441457382772267
23,0.008965051070140034
26,0.003383338800241386
28,0.0012371399945547987
32,0.009707772595691184
33,0.4622990792943943
35,0.004839988595986062
38,0.0033341748163839367
44,0.0018786370363143945
45,0.0012463453306720508
49,0.001365594964329983
50,0.00788778387991957
53,0.0011924148677054046
56,0.001296773078134861
60,0.9277781772127791
63,0.0010952567309951975
65,0.5341795388569626
66,0.0015966094020308165
69,0.003927217592732317
72,0.023105827335588656
77,0.0014569951927444254
81,0.5066589623989247
82,0.0011487076498034427
84,0.0032532908405811913
85,0.444878984507537
88,0.022907145527539703
91,0.0058927661322378064
92,0.001426362777124471
93,0.5375880755064374
95,0.16046116207791922
99,0.001262314635788989
102,0.015157610115671457
106,0.006900487918821417
107,0.002776779443912924
108,0.3106272264731164
109,0.2809556382258701
110,0.35933419621328466
115,0.002209031048155897
118,0.001663659621593508
119,0.0013337724349181928
125,0.0024550702713079806
127,0.006310464290794617
129,0.44116186041759375
130,0.5069453366002188
134,0.0011450469398487772
135,0.02988102207910146
137,0.00682422374748476
142,0.0021400765250793596
150,0.0012738824117829147
153,0.7699572951827043
155,0.0010328615582089451
160,0.003189281685561517
163,0.523011669210904
168,0.0013398702947661502
170,0.0064440332403053295
175,0.0016973051476411036
177,0.37648743839273713
183,0.45778415544076545
185,0.001169463976521636
187,0.002965500860149839
188,0.0019562289188216784
191,0.22952807713696774
192,0.0010559635841147028
195,0.0015171481769170056
196,0.03089040194397354
197,0.0011766134315039727
199,0.9308160847000713
201,0.5987528248377374
202,0.001160058365641052
203,0.0022310364200040823
205,0.00221704497861654
209,0.0014470787866372903
211,0.004475571155255072
212,0.002276049203568142
213,0.0064086702295294605
217,0.011198419170118452
218,0.0014167950036582883
219,0.016324017583979188
220,0.0012198987657665531
221,0.003192282078757094
222,0.001235532951584189
225,0.013276965910895267
227,0.018939237114667967
231,0.7646817747229396
234,0.006229524575088172
236,0.0018746406996857962
239,0.8364577901222987
240,0.05162345000784013
242,0.0034186789788287434
244,0.001123317759308492
246,0.004447516097193748
248,0.0026919644210442652
249,0.005824021318068641
252,0.38582923938387986
254,0.0037280621082685637
255,0.0018467664200063185
256,0.34298571649814413
266,0.5083830914702231
268,0.6579227353438988
272,0.02196061605813521
275,0.5758255983689234
282,0.38683731591052856
286,0.0011584152106676644
287,0.0012899142203248314
288,0.001243174112673574
290,0.005217687212106873
292,0.01661159375319422
296,0.0019431422264177072
298,0.0023866889437678014
300,0.0073322602990057275
306,0.0018353784684988525
307,0.5191283853898933
308,0.0051428591546720925
310,0.18452763918294182
316,0.007389147427725288
317,0.0012804249840296285
319,0.0073220922848193275
320,0.0010140446432342284
321,0.47012667395966184
324,0.0010195678551249072
325,0.028559757504932986
330,0.7834760988689956
332,0.0013122487304204151
335,0.0013376674000566639
336,0.0054647511702266135
339,0.001205325108146127
342,0.49599881774001947
343,0.42407724550825854
345,0.003337448764416632
346,0.006393010786748361
352,0.09536576008816182
354,0.0010936207229866473
358,0.004765990272347288
361,0.005576639510035569
363,0.02785915558680308
369,0.003897733810366888
370,0.0016812933080964892
372,0.0032113866149130746
377,0.0011830055975014053
382,0.4031155885715735
384,0.0030277921700169476
385,0.0038922259006196375
387,0.013741147071940144
389,0.0018037070774496225
390,0.0017614640820437094
391,0.0038901655286753163
393,0.003701398086994419
394,0.42897718008224117
395,0.040288082864899204
397,0.0022404818788964087
401,0.0018805276655520097
405,0.0010553186297145966
406,0.002046835685214404
407,0.37768652905178357
408,0.0010660773148527473
410,0.03025995855557239
412,0.0010993469569301547
415,0.0011914701749135776
417,0.04137200728344299
419,0.5891126630953388
420,0.0015278664655703157
422,0.011050852162020532
424,0.28461446561656295
425,0.015578141582048132
427,0.0023440990837376883
428,0.5726626985572414
433,0.022630017057425227
435,0.0011912889845404342
436,0.0013645740134531545
438,0.18983881239566366
442,0.003658811073569831
444,0.0012441764203691844
447,0.5642667956460922
448,0.001230258764742081
454,0.001112502654860747
455,0.019443389161171182
456,0.0016284820626257476
459,0.003828285821502472
460,0.0021278848183167763
465,0.7759356978787563
466,0.0016648523440327295
470,0.03318110373601534
471,0.0021831422359694635
481,0.001036234560986643
482,0.00215179326454304
483,0.26803120235704936
484,0.0019195364734871843
487,0.0011891871394118937
490,0.0030699885102098367
491,0.0022644384971041718
494,0.0016300081986516525
496,0.0021266868998778333
501,0.0013262283112991141
502,0.001277331983679456
503,0.03142272502107685
506,0.0022076915422176244
510,0.0022113124196131684
511,0.002362517875823417
512,0.0017879257714437473
514,0.025169269497094044
516,0.5117385162341521
520,0.22788482162890925
525,0.01691562939391796
527,0.39953857809133675
530,0.0010866970700573835
533,0.0014252439019178877
534,0.0033553375978185897
535,0.007787187224489962
536,0.01934538617081488
538,0.007211785353488629
541,0.002772299270065519
542,0.0740389624516097
543,0.0012484671871341039
545,0.004447531350636021
550,0.007554801925325545
551,0.022177604475490865
553,0.002561636917372684
554,0.02966366682112308
555,0.001037704144794456
556,0.0024831466259543807
557,0.002047332711028295
559,0.0013268972832227168
561,0.006192025634142403
562,0.0012045228710599368
563,0.001672130723774744
565,0.5473950674075522
566,0.003007262297242662
567,0.003060141903844971
569,0.0012900592541777566
573,0.7699572951827043
574,0.0027884802942106427
575,0.001343751131206176
581,0.0022931776220046045
585,0.5660434919423569
588,0.0020045147101309157
593,0.31702112757906903
595,0.0012445404102718054
596,0.0011166769743896942
597,0.0026106372811099624
599,0.5856890710975792
600,0.0016393754626412534
604,0.7594591601241204
608,0.0020214194751269486
609,0.0014547904628031255
610,0.003516081980428811
612,0.0051887484970393255
613,0.009557139984348276
616,0.012861728144776118
617,0.0012104184793064153
618,0.040317903371844356
619,0.011012462191521598
620,0.13649066848384597
625,0.0021907155279476363
627,0.0018298535528558841
628,0.0010761657179675704
629,0.0012079661973024122
632,0.011816284247270506
636,0.006148730109517484
637,0.0014765229440082523
